Gestor de red;Provincia;Municipio;Coordenada UTM X [1];Coordenada UTM Y [1];Subestación;Nivel de tensión (kV);Capacidad firme disponible (MW) [2];Capacidad comprometida por cuestiones regulatorias;Capacidad de acceso firme de demanda ocupada (MW) [3];Capacidad firme admitida y no evaluada (MW) [4];Posiciones ocupadas;Posiciones libres;Nudo 0*;Comentarios;Nombre Subestación;Matrícula Sub.;Nudo Afección RdT
R1-002;A Coruña;A Coruña;62446,17;4813073,95;2920200082;15;10,98;0;66,69;0;;;0;;EIRIS;EIR;EIRIS 220
R1-002;A Coruña;A Coruña;62270,7;4815730,82;PUR;15;0;0;93,39;0;;;0;;EL PUERTO;EPU;PUERTO 220
R1-002;A Coruña;A Coruña;59908,54;4813203,12;GRE;15;3,24;0;173,58;2,84;;;0;;LA GRELA 2;GRN;GRELA 220
R1-002;A Coruña;A Coruña;59618,82;4816233,16;2920200081;15;0;0;68,39;0;;;0;;SAN PEDRO DE VISMA;SPV;SABÓN 220
R1-002;A Coruña;A Coruña;59618,82;4816233,16;2920200081;66;0;0;0;0;;;0;;SAN PEDRO DE VISMA;SPV;SABÓN 220
R1-002;A Coruña;A Laracha;47049,94;4803791,01;2920200090;15;0;0;23,12;0;;;0;;LARACHA;LAR;SABÓN 220
R1-002;A Coruña;A Laracha;47049,94;4803791,01;2920200090;20;0;0;12,23;0;;;0;;LARACHA;LAR;SABÓN 220
R1-002;A Coruña;A Laracha;47049,94;4803791,01;2920200090;66;0;0;0;0;;;0;;LARACHA;LAR;SABÓN 220
R1-002;A Coruña;Arteixo;54888,92;4808686,85;2920420308;15;0;0;25,56;0;;;0;;MORAS;MOR;SABÓN 220
R1-002;A Coruña;Arteixo;54888,92;4808686,85;2920420308;66;0;0;0;0;;;0;;MORAS;MOR;SABÓN 220
R1-002;A Coruña;Arteixo;53998,65;4811999,49;SBO;15;0;0;35,43;0,28;;;0;;SABON;SBN;SABÓN 220
R1-002;A Coruña;Arteixo;53998,65;4811999,49;SBO;66;0;0;7;0;;;0;;SABON;SBN;SABÓN 220
R1-002;A Coruña;Arteixo;53998,65;4811999,49;SBO;132;0;0;13,72;0;;;0;;SABON;SBN;SABÓN 220
R1-002;A Coruña;As Pontes de García Rodríguez;107113,25;4820443,59;2920200070;20;0;0;26,3;0;;;0;;MOURELA;MOL;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;As Pontes de García Rodríguez;107113,25;4820443,59;2920200070;132;0;0;0;0;;;0;;MOURELA;MOL;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;As Somozas;102251,64;4832385,96;2920420095;20;0;0;6,81;0;;;0;;SOMOZAS;SOM;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;As Somozas;102251,64;4832385,96;2920420095;132;0;0;0;0;;;0;;SOMOZAS;SOM;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Bergondo;74788,15;4805241,95;2920200091;15;0;0;59,02;10;;;0;;BERGONDO;BEG;SABÓN 220
R1-002;A Coruña;Bergondo;74788,15;4805241,95;2920200091;66;0;0;0;0;;;0;;BERGONDO;BEG;SABÓN 220
R1-002;A Coruña;Bergondo;77454,41;4810105,85;2920200077;15;0;0;35,67;0;;;0;;PEDRIDO;PED;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Bergondo;77454,41;4810105,85;2920200077;66;0;0;0;0;;;0;;PEDRIDO;PED;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Bergondo;77454,41;4810105,85;2920200077;132;0;0;0;0;;;0;;PEDRIDO;PED;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Boiro;18836,91;4740875,89;2920200085;20;0;0;69,53;0,5;;;0;;BOIRO;BOI;TAMBRE II 220
R1-002;A Coruña;Boiro;18836,91;4740875,89;2920200085;66;0,4;0;0;0;;;0;;BOIRO;BOI;TAMBRE II 220
R1-002;A Coruña;Cabana de Bergantiños;21859,03;4801568,01;2920200093;20;0;0;13,97;0;;;0;;CABANA;CBA;VIMIANZO 220
R1-002;A Coruña;Cabana de Bergantiños;21859,03;4801568,01;2920200093;66;5,52;0;13,15;0;;;0;;CABANA;CBA;VIMIANZO 220
R1-002;A Coruña;Cabana de Bergantiños;18298,4;4796303,24;2920420309;66;14,45;0;0;0;;;0;;CATASOL;CSO;VIMIANZO 220
R1-002;A Coruña;Cabanas;81923,46;4822617,13;2920200098;15;0;0;28,37;0;;;0;;VILAR DO COLO;VDC;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Cabanas;81923,46;4822617,13;2920200098;132;0;0;0;0;;;0;;VILAR DO COLO;VDC;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Camariñas;-1965,15;4796659,53;2920420123;20;0;0;12,36;0;;;0;;DO VILAN;DVL;VIMIANZO 220
R1-002;A Coruña;Camariñas;-1965,15;4796659,53;2920420123;66;15,84;0;0;0;;;0;;DO VILAN;DVL;VIMIANZO 220
R1-002;A Coruña;Carballo;38605,21;4802325,91;2920420268;15;0;0;28,46;2,66;;;0;;BERTOA;BRT;SABÓN 220
R1-002;A Coruña;Carballo;38605,21;4802325,91;2920420268;66;0;0;7,3;0;;;0;;BERTOA;BRT;SABÓN 220
R1-002;A Coruña;Carballo;38115;4799304,67;2920200072;15;0;0;36,62;0;;;0;;CARBALLO;CBL;SABÓN 220
R1-002;A Coruña;Carballo;38115;4799304,67;2920200072;66;0;0;0,44;0;;;0;;CARBALLO;CBL;SABÓN 220
R1-002;A Coruña;Carral;64450,81;4799780,73;2920420256;15;0;0;10,44;3,95;;;0;;CARRAL;RAL;SABÓN 220
R1-002;A Coruña;Carral;64450,81;4799780,73;2920420256;66;0;0;0;0;;;0;;CARRAL;RAL;SABÓN 220
R1-002;A Coruña;Carral;64601,91;4793422,36;MDV;66;0;0;0;0,25;;;0;;MESON DO VENTO;MES;MESON DO VENTO 220
R1-002;A Coruña;Cedeira;93621,57;4844026,2;2920200097;20;0;0;27,46;0;;;0;;CEDEIRA;CDR;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Cedeira;93621,57;4844026,2;2920200097;132;0;0;0;0;;;0;;CEDEIRA;CDR;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Cee;-3419,41;4773455,33;2920200083;20;0;0;38,72;0;;;0;;PONTELLA;POT;VIMIANZO 220
R1-002;A Coruña;Cee;-3419,41;4773455,33;2920200083;66;11,98;0;0;0;;;0;;PONTELLA;POT;VIMIANZO 220
R1-002;A Coruña;Cerceda;60245,46;4793821,82;MEI;20;0;0;65,91;0;;;0;;MEIRAMA;MEI;MEIRAMA 220
R1-002;A Coruña;Curtis;91492,38;4789890,65;SDG;15;0;0;31,7;0;;;0;;SIDEGASA-TEIXEIRO;SDG;MESON DO VENTO 220
R1-002;A Coruña;Curtis;91492,38;4789890,65;SDG;66;0;0;25;0;;;0;;SIDEGASA-TEIXEIRO;SDG;SIDEGASA 220
R1-002;A Coruña;Fene;81491,95;4826586,83;2920320001;15;0;0;9,49;0;;;0;;ASTANO;ASN;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Fene;81491,95;4826586,83;2920320001;132;0;0;0;0;;;0;;ASTANO;ASN;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Ferrol;69577,45;4826592,57;2920420196;15;0;0;22,72;0;;;0;;PUERTO EXTERIOR FERROL;PEX;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Ferrol;69577,45;4826592,57;2920420196;132;0;0;0;0;;;0;;PUERTO EXTERIOR FERROL;PEX;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Ferrol;77423,46;4829002,85;2920200069;15;0;0;51,56;0,95;;;0;;SANTA MARINA;SMR;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Ferrol;77423,46;4829002,85;2920200069;132;0;0;0;0;;;0;;SANTA MARINA;SMR;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Mazaricos;7594,58;4766465,02;MCO;66;12,08;0;0;5;;;0;;MAZARICOS;MZR;MAZARICOS 220
R1-002;A Coruña;Melide;88983,24;4763359,33;2920200092;15;0;0;13,85;0;;;0;;MELIDE;MEL;PORTODEMOUROS 220
R1-002;A Coruña;Melide;88983,24;4763359,33;2920200092;66;0,29;0;0;0;;;0;;MELIDE;MEL;PORTODEMOUROS 220
R1-002;A Coruña;Monfero;91540,07;4818243,61;2920200068;15;0;0;5,49;0;;;0;;EUME;EUM;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Monfero;91540,07;4818243,61;2920200068;132;0;0;0;0;;;0;;EUME;EUM;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Muros;3106,44;4754864,57;2920420240;20;0,89;0;8,52;0;;;0;;MUROS;MUO;TAMBRE II 220
R1-002;A Coruña;Muros;3106,44;4754864,57;2920420240;66;3,65;0;0;0;;;0;;MUROS;MUO;TAMBRE II 220
R1-002;A Coruña;Muxía;-7666,03;4785975,29;2920420299;66;14,95;0;0,43;0;;;0;;MUXIA;MUX;VIMIANZO 220
R1-002;A Coruña;Narón;82108,71;4830341,67;2920200079;15;0;0;45,47;0;;;0;;CORNIDO;CRN;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Narón;82108,71;4830341,67;2920200079;132;0;0;0;0;;;0;;CORNIDO;CRN;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Narón;82662,83;4830785,66;2920420004;132;0;0;107,87;0;;;0;;MEGASA;MEG;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Narón;79226,42;4834049,31;2920420259;15;0;0;30,77;0;;;0;;RIO DO POZO;RDP;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Narón;79226,42;4834049,31;2920420259;132;0;0;0;0;;;0;;RIO DO POZO;RDP;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Negreira;31789,02;4767456,11;2920200107;20;0;0;24,49;0;;;0;;NEGREIRA;NEG;TAMBRE II 220
R1-002;A Coruña;Negreira;31789,02;4767456,11;2920200107;66;0,26;0;15;0;;;0;;NEGREIRA;NEG;TAMBRE II 220
R1-002;A Coruña;Noia;22197,98;4758818,53;TAM;20;0;0;19,27;0;;;0;;TAMBRE II;TA2;TAMBRE II 220
R1-002;A Coruña;Noia;22197,98;4758818,53;TAM;66;2,56;0;0;0;;;0;;TAMBRE II;TA2;TAMBRE II 220
R1-002;A Coruña;Oleiros;66227,58;4809101,1;2920200080;15;0;0;107,66;0;;;0;;SAN MARCOS;SMC;SABÓN 220
R1-002;A Coruña;Oleiros;66227,58;4809101,1;2920200080;132;0;0;0;0;;;0;;SAN MARCOS;SMC;SABÓN 220
R1-002;A Coruña;Oroso;56007,3;4773167,28;2920420190;20;0;0;23,59;0;;;0;;SIGÜEIRO;SIG;MESON DO VENTO 220
R1-002;A Coruña;Oroso;56007,3;4773167,28;2920420190;66;0;0;0;0;;;0;;SIGÜEIRO;SIG;MESON DO VENTO 220
R1-002;A Coruña;Ortigueira;105606,5;4846278,52;2920200084;20;0;0;13,29;0;;;0;;MERA;MEA;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Ortigueira;105606,5;4846278,52;2920200084;132;0;0;0;0;;;0;;MERA;MEA;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Oza-Cesuras;80663,02;4788879,42;2920200094;15;0;0;14,01;0;;;0;;CESURAS;CES;MESON DO VENTO 220
R1-002;A Coruña;Oza-Cesuras;80663,02;4788879,42;2920200094;66;0;0;0,23;0;;;0;;CESURAS;CES;MESON DO VENTO 220
R1-002;A Coruña;Padrón;36889,47;4747667,8;2920200074;20;0;0;42,68;1;;;0;;PADRON;PAD;TAMBRE II 220
R1-002;A Coruña;Padrón;36889,47;4747667,8;2920200074;66;2,71;0;7;0;;;0;;PADRON;PAD;TAMBRE II 220
R1-002;A Coruña;Porto do Son;9871,76;4747838,18;2920200095;20;0;0;9,49;0;;;0;;PORTO DO SON;PDS;TAMBRE II 220
R1-002;A Coruña;Porto do Son;9871,76;4747838,18;2920200095;66;0,35;0;0;0;;;0;;PORTO DO SON;PDS;TAMBRE II 220
R1-002;A Coruña;Ribeira;9922,41;4731023,64;2920200075;20;0;0;57,8;4,3;;;0;;PALMEIRA;PMR;TAMBRE II 220
R1-002;A Coruña;Ribeira;9922,41;4731023,64;2920200075;66;0,53;0;0;0;;;0;;PALMEIRA;PMR;TAMBRE II 220
R1-002;A Coruña;Rois;30644,18;4753221,28;2920420059;66;0,67;0;0;0;;;0;;ROIS;ROI;TAMBRE II 220
R1-002;A Coruña;Sada;69771,68;4813480,06;2920200109;15;0;0;51,84;0;;;0;;SADA;SAD;SABÓN 220
R1-002;A Coruña;Sada;69771,68;4813480,06;2920200109;132;0;0;0;0;;;0;;SADA;SAD;SABÓN 220
R1-002;A Coruña;San Sadurniño;92406,15;4825857,39;2920420056;132;0;0;0,23;0;;;0;;P.E. FORGOSELO;FOR;PUENTES GARCIA RODRIGUEZ 400
R1-002;A Coruña;Santa Comba;30018,09;4787791;2920420062;66;0,14;0;10;0;;;0;;BOAÑA;BOA;VIMIANZO 220
R1-002;A Coruña;Santa Comba;28012,88;4780060,75;2920420271;66;0,2;0;0;0;;;0;;SANTA COMBA;COM;TAMBRE II 220
R1-002;A Coruña;Santiago de Compostela;51474,8;4765986,44;2920420341;20;0;0;39,2;0;;;0;;FORMARIS;FOI;SANTIAGO DE COMPOSTELA 220
R1-002;A Coruña;Santiago de Compostela;51474,8;4765986,44;2920420341;66;0,57;0;0;0;;;0;;FORMARIS;FOI;SANTIAGO DE COMPOSTELA 220
R1-002;A Coruña;Santiago de Compostela;48264,24;4763639,06;CAY;20;0,55;0;103,3;0,22;;;0;;SAN CAYETANO;SCY;SAN CAYETANO 220
R1-002;A Coruña;Santiago de Compostela;44195,11;4759808,16;SCM;20;0;0;125,86;7,37;;;0;;SANTIAGO;SNT;SANTIAGO DE COMPOSTELA 220
R1-002;A Coruña;Santiago de Compostela;44195,11;4759808,16;SCM;66;0,59;0;0;0;;;0;;SANTIAGO;SNT;SANTIAGO DE COMPOSTELA 220
R1-002;A Coruña;Vimianzo;7757,9;4789836,79;VIM;20;0;0;40,02;0;;;0;;VIMIANZO;VIM;VIMIANZO 220
R1-002;A Coruña;Vimianzo;7757,9;4789836,79;VIM;66;16,09;0;0;0;;;0;;VIMIANZO;VIM;VIMIANZO 220
R1-002;Asturias;Tineo;224554,66;4798844,38;NRC;132;0;0;0;0;;;0;;C.T. NARCEA;NAR;NARCEA 400
R1-002;Ávila;El Tiemblo;370636,45;4476221,14;3020410021;132;0;0;0;0;;;0;;C.H.BURGUILLO;BLL;VILLAVICIOSA 400
R1-002;Ávila;El Tiemblo;377683,89;4474588,5;3020410015;132;0;0;0;0;;;0;;C.H.PUENTENUEVO;PTN;VILLAVICIOSA 400
R1-002;Barcelona;El Prat de Llobregat;929574,31;4586213,19;ZAL;25;0;0;85;86,28;;;0;;ZAL;ZAL;ZAL 220
R1-002;Ciudad Real;Abenójar;382415,04;4305410,43;3020100062;15;0;0;2,88;0;;;0;;ABENOJAR;ABE;ALARCOS 220
R1-002;Ciudad Real;Abenójar;382415,04;4305410,43;3020100062;45;0,87;0;14;0;;;0;;ABENOJAR;ABE;ALARCOS 220
R1-002;Ciudad Real;Abenójar;382415,04;4305410,43;3020100062;132;0;0;0;0;;;0;;ABENOJAR;ABE;ALARCOS 220
R1-002;Ciudad Real;Alcázar de San Juan;481466,92;4358914,54;3020100063;15;0;0;33,99;6,1;;;0;;ALCAZAR 1;AZ1;MADRIDEJOS 220
R1-002;Ciudad Real;Alcázar de San Juan;481466,92;4358914,54;3020100063;45;0;0;0;0;;;0;;ALCAZAR 1;AZ1;MADRIDEJOS 220
R1-002;Ciudad Real;Alcázar de San Juan;481466,92;4358914,54;3020100063;132;0;0;0;18;;;0;;ALCAZAR 1;AZ1;MADRIDEJOS 220
R1-002;Ciudad Real;Alcázar de San Juan;480314,47;4362478,24;3020100064;15;0;0;24,44;0;;;0;;ALCAZAR 2;AZ2;MADRIDEJOS 220
R1-002;Ciudad Real;Alcázar de San Juan;480314,47;4362478,24;3020100064;45;0;0;0;0;;;0;;ALCAZAR 2;AZ2;MADRIDEJOS 220
R1-002;Ciudad Real;Alcázar de San Juan;479968,34;4336431,05;3020100074;15;0;0;12,18;0;;;0;;CINCO CASAS;CCS;LA PALOMA 220
R1-002;Ciudad Real;Alcázar de San Juan;479968,34;4336431,05;3020100074;45;0;0;0;0;;;0;;CINCO CASAS;CCS;LA PALOMA 220
R1-002;Ciudad Real;Alcázar de San Juan;479968,34;4336431,05;3020100074;132;0;0;0;0;;;0;;CINCO CASAS;CCS;LA PALOMA 220
R1-002;Ciudad Real;Alcázar de San Juan;468877,11;4349713,93;3020310008;15;0;0;4,03;0;;;0;;MARAÑON;MAR;MADRIDEJOS 220
R1-002;Ciudad Real;Alcázar de San Juan;468877,11;4349713,93;3020310008;45;0;0;0;0;;;0;;MARAÑON;MAR;MADRIDEJOS 220
R1-002;Ciudad Real;Alhambra;486234,29;4301070,12;3020100078;15;0;0;1,93;0;;;0;;EL CUBO;CUB;LA PALOMA 220
R1-002;Ciudad Real;Alhambra;486234,29;4301070,12;3020100078;45;0;0;0;0;;;0;;EL CUBO;CUB;LA PALOMA 220
R1-002;Ciudad Real;Alhambra;485281,29;4302733,24;3020410260;45;0;0;0;0;;;0;;P.E. ALHAMBRA;ALH;LA PALOMA 220
R1-002;Ciudad Real;Alhambra;485281,29;4302733,24;3020410260;132;0;0;0;0;;;0;;P.E. ALHAMBRA;ALH;LA PALOMA 220
R1-002;Ciudad Real;Almadén;340273,29;4292899,71;3020100065;15;0;0;13,36;0;;;0;;ALMADEN;ALD;ALARCOS 220
R1-002;Ciudad Real;Almadén;340273,29;4292899,71;3020100065;45;0;0;0;0;;;0;;ALMADEN;ALD;ALARCOS 220
R1-002;Ciudad Real;Almagro;437484,45;4304931,28;3020100066;15;0;0;25,61;1,24;;;0;;ALMAGRO;ALG;ALARCOS 220
R1-002;Ciudad Real;Almagro;437484,45;4304931,28;3020100066;45;0;0;0;0;;;0;;ALMAGRO;ALG;ALARCOS 220
R1-002;Ciudad Real;Almodóvar del Campo;398199,78;4286068,4;3020410261;45;0;0;0;10;;;0;;ALMODOVAR DEL CAMPO;AMD;ALARCOS 220
R1-002;Ciudad Real;Almodóvar del Campo;371330,72;4259213,29;3020100086;15;0;0;4,18;0;;;0;;LA GARGANTA;GAT;LA SOLANA 220
R1-002;Ciudad Real;Almodóvar del Campo;371330,72;4259213,29;3020100086;45;0;0;0;0;;;0;;LA GARGANTA;GAT;LA SOLANA 220
R1-002;Ciudad Real;Almuradiel;456996,33;4263537,71;3020100114;15;0;0;6,88;0,63;;;0;;ALMURADIEL;ALR;LA PALOMA 220
R1-002;Ciudad Real;Almuradiel;456996,33;4263537,71;3020100114;45;0;0;0;0;;;0;;ALMURADIEL;ALR;LA PALOMA 220
R1-002;Ciudad Real;Argamasilla de Alba;493565,76;4332051,52;3020100067;15;0;0;26,68;0;;;0;;ARGAMASILLA DE ALBA;ADA;LA PALOMA 220
R1-002;Ciudad Real;Argamasilla de Alba;493565,76;4332051,52;3020100067;45;0;0;0;5;;;0;;ARGAMASILLA DE ALBA;ADA;LA PALOMA 220
R1-002;Ciudad Real;Argamasilla de Calatrava;405208,81;4285646,21;3020100068;15;0,84;0;22,3;0;;;0;;ARGAMASILLA DE CALATRAVA;ACA;ALARCOS 220
R1-002;Ciudad Real;Argamasilla de Calatrava;405208,81;4285646,21;3020100068;45;0,88;0;0;0;;;0;;ARGAMASILLA DE CALATRAVA;ACA;ALARCOS 220
R1-002;Ciudad Real;Argamasilla de Calatrava;405208,81;4285646,21;3020100068;132;0;0;0;0;;;0;;ARGAMASILLA DE CALATRAVA;ACA;ALARCOS 220
R1-002;Ciudad Real;Calzada de Calatrava;433099,44;4284102;3020100070;15;0;0;9,52;0;;;0;;CALZADA DE CALATRAVA;CDC;ALARCOS 220
R1-002;Ciudad Real;Calzada de Calatrava;433099,44;4284102;3020100070;45;0;0;0;0;;;0;;CALZADA DE CALATRAVA;CDC;ALARCOS 220
R1-002;Ciudad Real;Campo de Criptana;490521,48;4360410,65;3020100071;15;0;0;17,61;0;;;0;;CAMPO DE CRIPTANA;CPT;MADRIDEJOS 220
R1-002;Ciudad Real;Campo de Criptana;490521,48;4360410,65;3020100071;45;0;0;0;0;;;0;;CAMPO DE CRIPTANA;CPT;MADRIDEJOS 220
R1-002;Ciudad Real;Ciudad Real;414776,64;4303545,57;3020410479;15;0;0;13,75;6,32;;;0;;AEROPUERTO CIUDAD REAL;ACI;ALARCOS 220
R1-002;Ciudad Real;Ciudad Real;414776,64;4303545,57;3020410479;45;0;0;0;0;;;0;;AEROPUERTO CIUDAD REAL;ACI;ALARCOS 220
R1-002;Ciudad Real;Ciudad Real;416660,43;4311450,81;ARO;45;0,67;0;0;0;;;0;;ALARCOS;ALC;ALARCOS 220
R1-002;Ciudad Real;Ciudad Real;416660,43;4311450,81;ARO;132;0,88;0;0;0;;;0;;ALARCOS;ALC;ALARCOS 220
R1-002;Ciudad Real;Ciudad Real;419347,02;4317676,13;3020100182;15;0;0;32,51;0;;;0;;PUERTA DE TOLEDO;PDT;ALARCOS 220
R1-002;Ciudad Real;Ciudad Real;419347,02;4317676,13;3020100182;45;0;0;0;0;;;0;;PUERTA DE TOLEDO;PDT;ALARCOS 220
R1-002;Ciudad Real;Ciudad Real;420313,53;4314543,54;3020100106;15;0;0;70,18;0;;;0;;SANTA TERESA;CIU;ALARCOS 220
R1-002;Ciudad Real;Ciudad Real;420313,53;4314543,54;3020100106;132;0;0;0;0;;;0;;SANTA TERESA;CIU;ALARCOS 220
R1-002;Ciudad Real;Daimiel;446228,99;4325015,66;3020100060;15;0;0;10,7;0;;;0;;DAIMIEL;DAI;LA PALOMA 220
R1-002;Ciudad Real;Daimiel;446228,99;4325015,66;3020100060;45;0;0;0;0;;;0;;DAIMIEL;DAI;LA PALOMA 220
R1-002;Ciudad Real;Daimiel;448513,42;4324804,75;3020410208;15;0;0;49,51;0;;;0;;DAIMIEL 2;DA2;LA PALOMA 220
R1-002;Ciudad Real;Daimiel;448513,42;4324804,75;3020410208;132;0;0;12;0;;;0;;DAIMIEL 2;DA2;LA PALOMA 220
R1-002;Ciudad Real;El Robledo;388775,48;4341814,2;3020100079;15;0;0;9,93;0;;;0;;EL ROBLEDO;ERO;ALARCOS 220
R1-002;Ciudad Real;El Robledo;388775,48;4341814,2;3020100079;45;0;0;0;0;;;0;;EL ROBLEDO;ERO;ALARCOS 220
R1-002;Ciudad Real;Herencia;466131,78;4335837,09;3020100083;15;0;0;11,96;9,99;;;0;;HERENCIA;HER;LA PALOMA 220
R1-002;Ciudad Real;Herencia;466131,78;4335837,09;3020100083;45;0;0;0;5;;;0;;HERENCIA;HER;LA PALOMA 220
R1-002;Ciudad Real;La Solana;478739,69;4309119,56;3020300115;15;0;0;33,68;0;;;0;;LA SOLANA;SOL;LA PALOMA 220
R1-002;Ciudad Real;La Solana;478739,69;4309119,56;3020300115;45;0;0;0;0;;;0;;LA SOLANA;SOL;LA PALOMA 220
R1-002;Ciudad Real;Llanos del Caudillo;472432,61;4329288,24;3020100084;15;0;0;15,55;0;;;0;;HERRERA DE LA MANCHA;HDM;LA PALOMA 220
R1-002;Ciudad Real;Llanos del Caudillo;472432,61;4329288,24;3020100084;45;0;0;0;5;;;0;;HERRERA DE LA MANCHA;HDM;LA PALOMA 220
R1-002;Ciudad Real;Malagón;425320,94;4335965,76;3020100061;15;0;0;26,73;0;;;0;;MALAGON;MAL;ALARCOS 220
R1-002;Ciudad Real;Malagón;425320,94;4335965,76;3020100061;45;0;0;0;0;;;0;;MALAGON;MAL;ALARCOS 220
R1-002;Ciudad Real;Manzanares;467574,86;4319119,02;PAO;15;0;0;47,58;2,4;;;0;;LA PALOMA;PLM;LA PALOMA 220
R1-002;Ciudad Real;Manzanares;467574,86;4319119,02;PAO;45;0;0;0;0;;;0;;LA PALOMA;PLM;LA PALOMA 220
R1-002;Ciudad Real;Manzanares;467574,86;4319119,02;PAO;132;0;0;0;0;;;0;;LA PALOMA;PLM;LA PALOMA 220
R1-002;Ciudad Real;Moral de Calatrava;452016,88;4296876,02;3020410843;15;0;0;13,74;5;;;0;;MORAL DE CALATRAVA;MCT;LA PALOMA 220
R1-002;Ciudad Real;Moral de Calatrava;452016,88;4296876,02;3020410843;132;0;0;0;49,99;;;0;;MORAL DE CALATRAVA;MCT;LA PALOMA 220
R1-002;Ciudad Real;Pedro Muñoz;503914,79;4361327,44;3020100090;15;0;0;6,35;0;;;0;;PEDRO MUÑOZ;PEM;MADRIDEJOS 220
R1-002;Ciudad Real;Pedro Muñoz;503914,79;4361327,44;3020100090;45;0;0;0;0;;;0;;PEDRO MUÑOZ;PEM;MADRIDEJOS 220
R1-002;Ciudad Real;Piedrabuena;397622,57;4321081,49;3020100093;15;0;0;15,73;1,88;;;0;;PIEDRABUENA;PIE;ALARCOS 220
R1-002;Ciudad Real;Piedrabuena;397622,57;4321081,49;3020100093;45;0;0;0;0;;;0;;PIEDRABUENA;PIE;ALARCOS 220
R1-002;Ciudad Real;Puebla del Príncipe;506847,38;4268578,24;3020100094;15;0;0;7,08;0;;;0;;PUEBLA DEL PRINCIPE;PDP;LA PALOMA 220
R1-002;Ciudad Real;Puebla del Príncipe;506847,38;4268578,24;3020100094;45;0;0;0;0;;;0;;PUEBLA DEL PRINCIPE;PDP;LA PALOMA 220
R1-002;Ciudad Real;Puertollano;402643,27;4281788,43;3020100069;15;0;0;17,31;0;;;0;;CALATRAVA;CTV;LA SOLANA 220
R1-002;Ciudad Real;Puertollano;400479,79;4281772,34;NAV;15;0;0;31,49;0;;;0;;COSTANILLA;CTL;LA SOLANA 220
R1-002;Ciudad Real;Puertollano;400479,79;4281772,34;NAV;45;0;0;60;0;;;0;;COSTANILLA;CTL;LA SOLANA 220
R1-002;Ciudad Real;Retuerta del Bullaque;393491,36;4364419,92;3020310127;15;0;0;1,37;0;;;0;;RETUERTA DEL BULLAQUE;RDB;ALARCOS 220
R1-002;Ciudad Real;Retuerta del Bullaque;393491,36;4364419,92;3020310127;45;0;0;0;0;;;0;;RETUERTA DEL BULLAQUE;RDB;ALARCOS 220
R1-002;Ciudad Real;Santa Cruz de Mudela;459808,11;4277663,14;3020100109;15;0;0;19,11;5,55;;;0;;STA.CRUZ DE MUDELA;SCM;LA PALOMA 220
R1-002;Ciudad Real;Santa Cruz de Mudela;459808,11;4277663,14;3020100109;45;0;0;12;0;;;0;;STA.CRUZ DE MUDELA;SCM;LA PALOMA 220
R1-002;Ciudad Real;Socuéllamos;517108,28;4349866,52;3020100108;15;0;0;29,72;2,5;;;0;;SOCUELLAMOS;SOC;MADRIDEJOS 220
R1-002;Ciudad Real;Socuéllamos;517108,28;4349866,52;3020100108;45;0;0;0;0;;;0;;SOCUELLAMOS;SOC;MADRIDEJOS 220
R1-002;Ciudad Real;Tomelloso;500394,05;4341222,04;3020100105;15;0;0;9,75;2,5;;;0;;RIEGA;RIE;LA PALOMA 220
R1-002;Ciudad Real;Tomelloso;500394,05;4341222,04;3020100105;45;0;0;0;0;;;0;;RIEGA;RIE;LA PALOMA 220
R1-002;Ciudad Real;Tomelloso;497744,67;4336354,42;3020410350;15;0;0;38,72;0;;;0;;TOMELLOSO;TOM;LA PALOMA 220
R1-002;Ciudad Real;Tomelloso;497744,67;4336354,42;3020410350;45;0;0;0;0;;;0;;TOMELLOSO;TOM;LA PALOMA 220
